"SerialNo","ReadingDate","Import Wh Total","Q3 Wh Total","Current Main Maximum","Current Main Minimum","Signal Strength","Voltage Main Maximum","Q1 Wh Total","Voltage Total","System Frequency","Q4 Wh Total","Apparant Power Total (VA)","Voltage Main Minimum","Q2 Wh Total","Export Wh Total"
 212175561 ,"07/04/2013 11:50:00",, 0 , 1.893 , 0 , 9.69 , 246.781 , 0 , 243.566 , 50.09 , 0 , 0.01 , 0 , 0 ,
 212175561 ,"07/04/2013 12:00:00", 0.001 , 0 , 0.892 , 0 , 12.997 , 245.977 , 0 , 245.421 , 50.051 , 0.001 , 0.005 , 244.895 , 0 , 0 
 212175561 ,"07/04/2013 12:10:00",, 0 , 0 , 0 , 12.942 , 246.338 , 0 , 245.596 , 50.031 , 0 , 0 , 244.833 , 0 ,
 212175561 ,"07/04/2013 12:20:00",, 0 , 0 , 0 , 12.975 , 246.441 , 0 , 245.916 , 49.996 , 0 , 0 , 245.441 , 0 ,
 212175561 ,"07/04/2013 12:30:00", 0 , 0 , 0 , 0 , 13.184 , 246.761 , 0 , 246.019 , 49.969 , 0 , 0 , 245.101 , 0 , 0 
 212175561 ,"07/04/2013 12:40:00",, 0 , 0 , 0 , 13.535 , 246.689 , 0 , 246.132 , 49.949 , 0 , 0 , 245.421 , 0 ,
 212175561 ,"07/04/2013 12:50:00",, 0 , 0 , 0 , 13.447 , 247.42 , 0 , 246.689 , 50.004 , 0 , 0 , 246.214 , 0 ,
 212175561 ,"07/04/2013 13:00:00", 0 , 0 , 0 , 0 , 13.14 , 247.833 , 0 , 247.018 , 50.004 , 0 , 0 , 246.462 , 0 , 0 
 212175561 ,"07/04/2013 13:10:00",, 0 , 0.045 , 0 , 13.14 , 247.389 , 0 , 246.915 , 49.949 , 0 , 0 , 246.225 , 0 ,
 212175561 ,"07/04/2013 13:20:00",, 0 , 0.257 , 0 , 13.085 , 248.235 , 0 , 247.503 , 50.008 , 0 , 0 , 246.616 , 0 ,
 212175561 ,"07/04/2013 13:30:00", 0 , 0 , 0 , 0 , 13.458 , 248.296 , 0 , 247.719 , 49.984 , 0 , 0 , 246.957 , 0 , 0 
 212175561 ,"07/04/2013 13:40:00",, 0 , 0 , 0 , 13.293 , 248.41 , 0 , 247.853 , 49.98 , 0 , 0 , 247.235 , 0 ,
 212175561 ,"07/04/2013 13:50:00",, 0 , 0 , 0 , 13.195 , 248.616 , 0 , 248.08 , 50.004 , 0 , 0 , 247.338 , 0 ,
 212175561 ,"07/04/2013 14:00:00", 0 , 0 , 0 , 0 , 13.118 , 249.008 , 0 , 248.296 , 50.016 , 0 , 0 , 247.637 , 0 , 0 
 212175561 ,"07/04/2013 14:10:00",, 0 , 0 , 0 , 13.217 , 248.863 , 0 , 248.162 , 49.945 , 0 , 0 , 247.41 , 0 ,
 212175561 ,"07/04/2013 14:20:00",, 0 , 0 , 0 , 13.546 , 248.956 , 0 , 248.389 , 49.98 , 0 , 0 , 247.74 , 0 ,
 212175561 ,"07/04/2013 14:30:00", 0 , 0 , 0 , 0 , 13.535 , 248.678 , 0 , 248.142 , 49.961 , 0 , 0 , 247.4 , 0 , 0 
 212175561 ,"07/04/2013 14:40:00",, 0 , 0 , 0 , 13.414 , 249.162 , 0 , 248.307 , 49.992 , 0 , 0 , 247.606 , 0 ,
 212175561 ,"07/04/2013 14:50:00",, 0 , 0.261 , 0 , 13.491 , 249.172 , 0 , 247.328 , 49.965 , 0 , 0 , 246.225 , 0 ,
 212175561 ,"07/04/2013 15:00:00", 0 , 0 , 0 , 0 , 13.447 , 247.359 , 0 , 246.709 , 49.949 , 0 , 0 , 245.885 , 0 , 0 
 212175561 ,"07/04/2013 15:10:00",, 0 , 0 , 0 , 12.887 , 247.451 , 0 , 246.792 , 49.973 , 0 , 0 , 246.039 , 0 ,
 212175561 ,"07/04/2013 15:20:00",, 0 , 0 , 0 , 12.887 , 247.431 , 0 , 246.905 , 49.98 , 0 , 0 , 246.276 , 0 ,
 212175561 ,"07/04/2013 15:30:00", 0 , 0 , 0 , 0 , 13.041 , 247.833 , 0 , 247.255 , 50.055 , 0 , 0 , 246.606 , 0 , 0 
 212175561 ,"07/04/2013 15:40:00",, 0 , 0 , 0 , 13.14 , 247.369 , 0 , 246.781 , 50.012 , 0 , 0 , 246.256 , 0 ,
 212175561 ,"07/04/2013 15:50:00",, 0 , 0 , 0 , 13.348 , 247.709 , 0 , 247.111 , 50 , 0 , 0 , 246.586 , 0 ,
 212175561 ,"07/04/2013 16:00:00", 0 , 0 , 0 , 0 , 13.392 , 247.245 , 0 , 246.72 , 50.012 , 0 , 0 , 246.194 , 0 , 0 
 212175561 ,"07/04/2013 16:10:00",, 0 , 0.049 , 0 , 13.019 , 247.307 , 0 , 246.616 , 50.012 , 0 , 0 , 246.019 , 0 ,
 212175561 ,"07/04/2013 16:20:00",, 0 , 0.261 , 0 , 13.37 , 247.018 , 0 , 246.359 , 50.02 , 0 , 0 , 245.699 , 0 ,
 212175561 ,"07/04/2013 16:30:00", 0 , 0 , 0 , 0 , 13.7 , 247.049 , 0 , 246.524 , 50.02 , 0 , 0 , 245.988 , 0 , 0 
 212175561 ,"07/04/2013 16:40:00",, 0 , 0 , 0 , 13.7 , 247.06 , 0 , 246.318 , 49.957 , 0 , 0 , 245.73 , 0 ,
 212175561 ,"07/04/2013 16:50:00",, 0 , 0 , 0 , 13.81 , 247.163 , 0 , 246.462 , 50.027 , 0 , 0 , 245.792 , 0 ,
 212175561 ,"07/04/2013 17:00:00", 0 , 0 , 0 , 0 , 13.942 , 247.121 , 0 , 246.204 , 49.996 , 0 , 0 , 245.565 , 0 , 0 
 212175561 ,"07/04/2013 17:10:00",, 0 , 0 , 0 , 14.139 , 246.864 , 0 , 245.998 , 50.012 , 0 , 0 , 245.143 , 0 ,
 212175561 ,"07/04/2013 17:20:00",, 0 , 0 , 0 , 13.986 , 246.75 , 0 , 246.111 , 49.996 , 0 , 0 , 245.256 , 0 ,
 212175561 ,"07/04/2013 17:30:00", 0 , 0 , 0 , 0 , 13.942 , 246.833 , 0 , 246.307 , 50.051 , 0 , 0 , 245.648 , 0 , 0 
 212175561 ,"07/04/2013 17:40:00",, 0 , 0 , 0 , 13.997 , 246.771 , 0 , 246.122 , 49.988 , 0 , 0 , 245.411 , 0 ,
 212175561 ,"07/04/2013 17:50:00",, 0 , 0.265 , 0 , 12.294 , 246.709 , 0 , 246.029 , 50.047 , 0 , 0 , 245.462 , 0 ,
 212175561 ,"07/04/2013 18:00:00", 0 , 0 , 0 , 0 , 14.041 , 246.452 , 0 , 245.74 , 50.031 , 0 , 0 , 245.06 , 0 , 0 
 212175561 ,"07/04/2013 18:10:00",, 0 , 0.045 , 0 , 13.942 , 245.782 , 0 , 245.225 , 49.992 , 0 , 0 , 244.565 , 0 ,
 212175561 ,"07/04/2013 18:20:00",, 0 , 0 , 0 , 14.348 , 246.008 , 0 , 245.287 , 49.977 , 0 , 0 , 244.72 , 0 ,
 212175561 ,"07/04/2013 18:30:00", 0 , 0 , 0 , 0 , 14.194 , 246.05 , 0 , 245.318 , 49.984 , 0 , 0 , 244.565 , 0 , 0 
 212175561 ,"07/04/2013 18:40:00",, 0 , 0 , 0 , 14.37 , 245.297 , 0 , 244.607 , 49.945 , 0 , 0 , 243.947 , 0 ,
 212175561 ,"07/04/2013 18:50:00",, 0 , 0 , 0 , 13.975 , 245.462 , 0 , 244.297 , 49.969 , 0 , 0 , 243.308 , 0 ,
 212175561 ,"07/04/2013 19:00:00", 0 , 0 , 0 , 0 , 14.601 , 245.05 , 0 , 244.174 , 49.949 , 0 , 0 , 243.04 , 0 , 0 
 212175561 ,"07/04/2013 19:10:00",, 0 , 0.049 , 0 , 14.425 , 245.72 , 0 , 244.988 , 50.012 , 0 , 0 , 244.143 , 0 ,
 212175561 ,"07/04/2013 19:20:00",, 0 , 0.257 , 0 , 14.03 , 246.05 , 0 , 245.235 , 49.98 , 0 , 0 , 244.442 , 0 ,
 212175561 ,"07/04/2013 19:30:00", 0 , 0 , 0 , 0 , 14.139 , 246.823 , 0 , 246.081 , 50.102 , 0 , 0 , 245.338 , 0 , 0 
 212175561 ,"07/04/2013 19:40:00",, 0 , 0 , 0 , 14.271 , 246.348 , 0 , 245.575 , 50 , 0 , 0 , 244.978 , 0 ,
 212175561 ,"07/04/2013 19:50:00",, 0 , 0 , 0 , 14.227 , 246.493 , 0 , 245.782 , 50.051 , 0 , 0 , 244.802 , 0 ,
 212175561 ,"07/04/2013 20:00:00", 0 , 0 , 0 , 0 , 14.03 , 245.668 , 0 , 245.091 , 50.043 , 0 , 0 , 244.493 , 0 , 0 
 212175561 ,"07/04/2013 20:10:00",, 0 , 0 , 0 , 14.019 , 246.369 , 0 , 245.452 , 49.973 , 0 , 0 , 244.39 , 0 ,
 212175561 ,"07/04/2013 20:20:00",, 0 , 0 , 0 , 14.183 , 247.379 , 0 , 246.462 , 50.008 , 0 , 0 , 245.524 , 0 ,
 212175561 ,"07/04/2013 20:30:00", 0 , 0 , 0 , 0 , 14.337 , 247.925 , 0 , 247.286 , 50.051 , 0 , 0 , 246.678 , 0 , 0 
 212175561 ,"07/04/2013 20:40:00",, 0 , 0 , 0 , 14.293 , 248.132 , 0 , 247.493 , 50.055 , 0 , 0 , 246.823 , 0 ,
 212175561 ,"07/04/2013 20:50:00",, 0 , 0.257 , 0 , 14.315 , 247.956 , 0 , 246.462 , 50.008 , 0 , 0 , 245.771 , 0 ,
 212175561 ,"07/04/2013 21:00:00", 0 , 0 , 0 , 0 , 14.337 , 247.74 , 0 , 246.905 , 50 , 0 , 0 , 246.256 , 0 , 0 
 212175561 ,"07/04/2013 21:10:00",, 0 , 0 , 0 , 14.48 , 247.998 , 0 , 246.987 , 49.996 , 0 , 0 , 245.833 , 0 ,
 212175561 ,"07/04/2013 21:20:00",, 0 , 0 , 0 , 14.436 , 248.977 , 0 , 248.049 , 49.965 , 0 , 0 , 246.926 , 0 ,
 212175561 ,"07/04/2013 21:30:00", 0 , 0 , 0 , 0 , 14.227 , 248.307 , 0 , 247.359 , 50.012 , 0 , 0 , 246.297 , 0 , 0 
 212175561 ,"07/04/2013 21:40:00",, 0 , 0 , 0 , 14.095 , 248.616 , 0 , 247.554 , 49.977 , 0 , 0 , 246.421 , 0 ,
 212175561 ,"07/04/2013 21:50:00",, 0 , 0 , 0 , 14.293 , 248.791 , 0 , 248.214 , 50.055 , 0 , 0 , 247.637 , 0 ,
 212175561 ,"07/04/2013 22:00:00", 0 , 0 , 0 , 0 , 14.041 , 249.585 , 0 , 248.832 , 50.117 , 0 , 0 , 248.059 , 0 , 0 
 212175561 ,"07/04/2013 22:10:00",, 0 , 0.049 , 0 , 14.293 , 249.616 , 0 , 248.791 , 49.953 , 0 , 0 , 248.132 , 0 ,
 212175561 ,"07/04/2013 22:20:00",, 0 , 0.265 , 0 , 12.272 , 250.121 , 0 , 249.131 , 49.973 , 0 , 0 , 248.028 , 0 ,
 212175561 ,"07/04/2013 22:30:00", 0 , 0 , 0 , 0 , 14.348 , 249.904 , 0 , 248.874 , 50.023 , 0 , 0 , 247.967 , 0 , 0 
 212175561 ,"07/04/2013 22:40:00",, 0 , 0 , 0 , 14.249 , 249.09 , 0 , 248.451 , 50.012 , 0 , 0 , 247.74 , 0 ,
 212175561 ,"07/04/2013 22:50:00",, 0 , 0 , 0 , 14.524 , 249.781 , 0 , 249.049 , 50.035 , 0 , 0 , 248.132 , 0 ,
 212175561 ,"07/04/2013 23:00:00", 0 , 0 , 0 , 0 , 14.227 , 250.286 , 0 , 249.348 , 50.113 , 0 , 0 , 248.41 , 0 , 0 
 212175561 ,"07/04/2013 23:10:00",, 0 , 0.057 , 0 , 14.282 , 249.461 , 0 , 248.688 , 49.957 , 0 , 0 , 247.936 , 0 ,
 212175561 ,"07/04/2013 23:20:00",, 0 , 0 , 0 , 14.326 , 250.317 , 0 , 249.492 , 50.012 , 0 , 0 , 248.781 , 0 ,
 212175561 ,"07/04/2013 23:30:00", 0 , 0 , 0 , 0 , 14.37 , 250.317 , 0 , 249.028 , 50.098 , 0 , 0 , 248.286 , 0 , 0 
 212175561 ,"07/04/2013 23:40:00",, 0 , 0 , 0 , 14.194 , 249.09 , 0 , 248.255 , 50.004 , 0 , 0 , 247.606 , 0 ,
 212175561 ,"07/04/2013 23:50:00",, 0 , 0.242 , 0 , 14.216 , 248.533 , 0 , 248.039 , 49.945 , 0 , 0 , 247.451 , 0 ,
 212175561 ,08/04/2013 , 0 , 0 , 0 , 0 , 14.216 , 249.142 , 0 , 248.647 , 50.012 , 0 , 0 , 247.936 , 0 , 0 
 212175561 ,"08/04/2013 00:10:00",, 0 , 0.06 , 0 , 14.249 , 248.863 , 0 , 248.214 , 49.965 , 0 , 0 , 247.493 , 0 ,
 212175561 ,"08/04/2013 00:20:00",, 0 , 0 , 0 , 14.348 , 248.667 , 0 , 248.224 , 49.945 , 0 , 0 , 247.74 , 0 ,
 212175561 ,"08/04/2013 00:30:00", 0 , 0 , 0 , 0 , 14.348 , 249.1 , 0 , 248.606 , 50 , 0 , 0 , 248.039 , 0 , 0 
 212175561 ,"08/04/2013 00:40:00",, 0 , 0 , 0 , 14.194 , 248.606 , 0 , 248.132 , 49.93 , 0 , 0 , 247.596 , 0 ,
 212175561 ,"08/04/2013 00:50:00",, 0 , 0 , 0 , 14.095 , 248.348 , 0 , 247.843 , 49.926 , 0 , 0 , 247.4 , 0 ,
 212175561 ,"08/04/2013 01:00:00", 0 , 0 , 0 , 0 , 14.095 , 248.74 , 0 , 248.101 , 49.98 , 0 , 0 , 247.503 , 0 , 0 
